lon,lat,campground_code,campground_name,type,phone_number,dates_open,comments,num_campsite,amenities,state,bearing_to_town,nearest_town,toilets,drinking_water,reservations,showers,pets,opening_week,closing_week,elevation_m,distance_to_town_km
-120.136,37.61,BAGB,Bagby Rec Area,COE,NA,NA,NA,30,E ND FT DW SH NR,CA,SE,Coulterville,flush,TRUE,FALSE,TRUE,NA,NA,NA,NA,12.39
-123.4,40.341,BAIC,Bailey Canyon,NF,707-574-6233/707-442-1721,NA,NA,25,NH ND 22ft VT DW NS NR,CA,SE,Mad River,vault,TRUE,FALSE,FALSE,NA,NA,NA,NA,15.13
-122.319,40.8,BAIL,Bailey Cove,NF,530-275-1587/530-226-2500,all year,NA,9,NH ND 30ft FT DW NS RS,CA,SE,Lakehead,flush,TRUE,TRUE,FALSE,NA,1,52,NA,12.71
-119.752,38.324,BAKE,Baker,NF,209-965-3434/209-533-3671,NA,NA,44,NH ND 22ft VT DW NS NR,CA,NE,Mi-Wuk,vault,TRUE,FALSE,FALSE,NA,NA,NA,1926,56.97
-118.308,37.169,BACC,Baker Creek,CP,760-873-5577,NA,NA,70,NH ND 40ft VT DW NS L$,CA,W,Big Pine,vault,TRUE,NA,FALSE,NA,NA,NA,1257,1.61
-118.675,36.223,BALC,Balch Park,CP,559-624-7000,mid may-mid oct,NA,71,40ft FT DW NR,CA,NE,Springville,flush,TRUE,FALSE,NA,NA,20,42,1994,16.42
-118.888,37.79,BALD,Bald Mountain Springs,NF,760-647-3045/760-873-2400,NA,dispersed,6,NH ND PT NW NS NR,CA,NA,NA,pit,FALSE,FALSE,FALSE,NA,NA,NA,2570,NA
-119.444,34.883,BALL,Ballinger,NF,661-245-3731/805-961-5778,NA,NA,20,NH ND 32ft VT NW NS NR,CA,S,Maricopa,vault,FALSE,FALSE,FALSE,NA,NA,NA,956,19.96
-120.141,34.9,BARR,Barrel Springs,NF,805-925-9538/805-961-5778,NA,NA,6,NH ND VT NW NS NR L$,CA,E,Santa Maria,vault,FALSE,FALSE,FALSE,NA,NA,NA,NA,27.52
-120.288,37.642,BART,Barrett Cove Rec Area,COE,NA,NA,NA,275,E DP FT DW SH NR,CA,E,La Grange,flush,TRUE,FALSE,TRUE,NA,NA,NA,NA,15.61
-116.874,34.171,BARF,Barton Flats,NF,909-382-2790/909-382-2600,early may-late oct,NA,52,NH DP FT DW NS RS,CA,E,Angelus Oaks,flush,TRUE,TRUE,FALSE,NA,18,43,1956,10.3
-121.063,37.031,BASA,Basalt State Rec Area - San Luis Reservoir,SRA,209-826-1197,NA,NA,79,NH ND 30ft FT DW SH RS,CA,S,Gustine,flush,TRUE,TRUE,TRUE,NA,NA,NA,NA,25.75
-122.959,40.352,BASG,Basin Gulch,NF,530-628-5227/530-226-2500,NA,NA,19,NH ND 20ft VT NW NS NR,CA,W,Platina,vault,FALSE,FALSE,FALSE,NA,NA,NA,809,5.47
-119.907,34.955,BATE,Bates Canyon,NF,805-925-9538/805-961-5778,NA,NA,6,NH ND VT NW NS NR L$,CA,E,Santa Maria,vault,FALSE,FALSE,FALSE,NA,NA,NA,900,48.28
-121.627,40.348,BATT,Battle Creek,NF,530-258-2141/530-257-2151,NA,NA,50,NH ND 30ft VT DW NS NR,CA,W,Mineral,vault,TRUE,FALSE,FALSE,NA,NA,NA,1489,2.74
-120.099,38.945,BAYV,Bayview,NF,530-543-2600/530-543-2600,NA,NA,13,NH ND 23ft VT DW NS NR,CA,W,South Lake Tahoe,vault,TRUE,FALSE,FALSE,NA,NA,NA,2101,10.62
-121.385,39.13,BEAL,Beale AFB Military,MIL,530-634-3382,NA,voted best - military only - do not use our lat/lon - contact them for directions and info,NA,RS,CA,NW,Beale Afb,NA,NA,TRUE,NA,NA,NA,NA,NA,2.74
-121.172,38.719,BEAP,Beals Point - Folsom Lake State Rec Area,SRA,916-988-0205,NA,NA,69,E DP 31ft FT DW SH RS,CA,N,Folsom,flush,TRUE,TRUE,TRUE,NA,NA,NA,NA,4.67
-123.612,41.444,BEAN,Beans Camp,NF,530-627-3291/707-442-1721,NA,NA,8,35ft VT NW NR,CA,NA,NA,vault,FALSE,FALSE,NA,NA,NA,NA,1210,NA
-118.631,34.713,BEAR,Bear,NF,661-296-9710/626-574-1613,NA,NA,7,NH ND NW NS NR L$,CA,W,Lake Hughes,NA,FALSE,FALSE,FALSE,NA,NA,NA,1649,16.74
-122.837,39.322,BEAC,Bear Creek,NF,707-275-2361/530-934-3316,NA,NA,16,NH ND VT NW NS NR N$,CA,N,Upper Lake,vault,FALSE,FALSE,FALSE,NA,NA,NA,689,18.67
-120.989,39.084,BERC,Bear River County Park,CP,530-886-4901,mid jun-mid oct,NA,23,NH ND VT DW NS,CA,SW,Colfax,vault,TRUE,NA,FALSE,NA,24,42,1813,3.54
-120.235,39.557,BEAL,Bear Valley,NF,530-994-3401/530-265-4531,NA,NA,31,NH VT DW NR,CA,E,Sierraville,vault,TRUE,FALSE,NA,NA,NA,NA,2025,11.91
-120.075,38.21,BEAD,Beardsley Dam,NF,209-965-3434/209-533-3671,NA,NA,16,NH ND 22ft VT NW NS NR N$,CA,NA,NA,vault,FALSE,FALSE,FALSE,NA,NA,NA,1017,NA
-122.829,41.927,BEVR,Beaver Creek,NF,530-493-2243/530-842-6131,NA,NA,8,NH ND NS NR N$,CA,N,Klamath River,NA,NA,FALSE,FALSE,NA,NA,NA,695,7.4
-122.405,40.848,BEEH,Beehive Point,NF,NA,mid apr-mid sep,little info,NA,NH ND 30ft NW NS NR L$,CA,S,Lakehead,NA,FALSE,FALSE,FALSE,NA,15,37,NA,6.76
-118.6,36.142,BELK,Belknap,NF,559-539-2607/559-784-1500,mid may-late oct,No RVs,13,NH ND VT NW NS RS,CA,E,Springville,vault,FALSE,TRUE,FALSE,NA,20,43,1544,19.63
-116.02,34.002,BELL,Belle - Joshua Tree National Park,NP,760-367-5500,NA,NA,18,NH 35ft VT NW NR,CA,NA,NA,vault,FALSE,FALSE,NA,NA,NA,NA,1176,NA
-123.785,40.061,BENB,Benbow Lake State Rec Area,SRA,707-923-3238,mid may-late dec,NA,75,NH DP 30ft FT DW SH RS,CA,S,Garberville,flush,TRUE,TRUE,TRUE,NA,20,52,NA,4.51
-121.269,40.395,BENC,Benner Creek,NF,NA,NA,NA,9,20ft VT NW NR N$,CA,N,Chester,vault,FALSE,FALSE,NA,NA,NA,NA,1676,10.46
-120.643,39.628,BERG,Berger Creek,NF,530-288-3231/530-265-4531,early jun-mid oct,NA,9,NH 16ft VT NW RS,CA,NA,NA,vault,FALSE,TRUE,NA,NA,23,42,1834,NA
-121.946,39.718,BIDW,Bidwell - Sacramento River State Park,SP,530-342-5185,NA,NA,NA,NR,CA,W,Chico,NA,NA,FALSE,NA,NA,NA,NA,NA,9.33
-121.459,39.533,BIDC,Bidwell Canyon - Lake Oroville State Rec Area,SRA,530-538-2200,all year,NA,75,E 40ft FT DW RS,CA,E,Oroville,flush,TRUE,TRUE,NA,NA,1,52,NA,8.69
-123.252,40.738,BIGR,Big Bar,NF,530-623-2121/530-226-2500,NA,NA,35,NH ND 25ft NS NR,CA,S,Big Bar,NA,NA,FALSE,FALSE,NA,NA,NA,NA,0.16
-122.221,37.169,BIG3,Big Basin Redwoods State Park,SP,831-338-8860,early mar-late dec,NA,102,NH DP 27ft FT DW SH RS,CA,NW,Boulder Creek,flush,TRUE,TRUE,TRUE,NA,10,52,NA,9.98
-116.879,34.235,BIGB,Big Bear Military,MIL,909-866-3965,NA,military only - do not use our lat/lon - contact them for directions and info,NA,RS,CA,SW,Big Bear,NA,NA,TRUE,NA,NA,NA,NA,2132,4.35
-119.202,37.945,BIGN,Big Bend,NF,760-647-3045/760-873-2400,NA,NA,17,NH ND 30ft VT DW NS NR,CA,W,Lee Vining,vault,TRUE,FALSE,FALSE,NA,NA,NA,2367,7.4
-120.52,39.307,BIGB,Big Bend - Soda Springs,NA,NA,NA,NA,NA,NA,CA,W,Soda Springs,NA,NA,NA,NA,NA,NA,NA,1771,12.23
-120.174,39.902,BIGC,Big Cove Family,NF,530-836-2575/530-283-2050,mid may-late aug,NA,42,NH DP 50ft FT DW NS RS,CA,N,Chilcoot,flush,TRUE,TRUE,FALSE,NA,20,34,1713,12.07
-123.203,40.739,BIGF,Big Flat,NF,530-623-2121/530-226-2500,NA,NA,10,NH ND 35ft VT DW NS NR L$,CA,W,Junction City,vault,TRUE,FALSE,FALSE,NA,NA,NA,NA,12.71
-123.908,41.688,BIGL,Big Flat,NF,707-457-3131/707-442-1721,NA,NA,27,NH ND 22ft VT NW NS NR,CA,E,Crescent City,vault,FALSE,FALSE,FALSE,NA,NA,NA,NA,25.59
-124.131,41.164,BIG4,Big Lagoon County Park,CP,NA,NA,Toilets/shower house sometimes locked - must use port-a-potty,25,NH FT DW,CA,N,Trinidad,flush,TRUE,NA,NA,NA,NA,NA,NA,11.75
-120.106,38.417,BIG2,Big Meadow,NF,209-795-1381/209-533-3671,early jun-late aug,NA,68,NH ND 27ft VT DW NS RS,CA,NE,Arnold,vault,TRUE,TRUE,FALSE,NA,23,34,2e3,27.84
-118.82,36.721,BIGW,Big Meadow,NF,559-338-2251/559-784-1500,NA,NA,45,22ft NR,CA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2314,NA
-118.714,37.511,BIGM,Big Meadows,NF,760-873-2500/760-873-2400,mid jun-mid sep,NA,11,NH ND 40ft DW NS NR,CA,SE,Mammoth Lakes,NA,TRUE,FALSE,FALSE,NA,24,37,2603,27.36
-120.425,39.075,BIME,Big Meadows,NF,530-333-4312/530-622-5061,mid may-mid oct,NA,54,NH ND 40ft FTVT DW NS NR,CA,E,Foresthill,flush_and_vault,TRUE,FALSE,FALSE,NA,20,42,1649,34.44
-120.538,38.004,BIGO,Big Oak - Glory Hole Area - New Melones Lake,BOR,209-536-9094,NA,NA,55,NH ND FT DW SH RS,CA,NA,Angels Camp,flush,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA
-118.433,37.126,BIGI,Big Pine,NF,760-873-2500/760-873-2400,mid may-mid sep,NA,30,NH ND 30ft VT DW NS RS PA,CA,W,Big Pine,vault,TRUE,TRUE,FALSE,TRUE,20,37,2365,13.52
-121.466,40.634,BIGP,Big Pine,NF,530-336-5521/530-257-2151,NA,NA,19,NH DP 22ft VT DW NS RS PA,CA,SW,Old Station,vault,TRUE,TRUE,FALSE,TRUE,NA,NA,1425,5.47
-117.012,34.32,BIGA,Big Pine Flat,NF,909-382-2790/909-382-2600,NA,NA,20,NH ND VT NW NS NR,CA,NW,Big Bear Lake,vault,FALSE,FALSE,FALSE,NA,NA,NA,809,12.55
-118.289,37.173,BPTP,Big Pine Triangle Park,CP,NA,NA,NA,NA,NH ND NS,CA,N,Big Pine,NA,NA,NA,FALSE,NA,NA,NA,1206,0.97
-120.754,39.144,BIGE,Big Reservoir,NF,530-367-2224/530-265-4531,NA,NA,19,NH DP 30ft VT DW SH NR,CA,N,Foresthill,vault,TRUE,FALSE,TRUE,NA,NA,NA,1263,14.81
-117.777,34.388,BIGR,Big Rock,NF,661-296-9710/626-574-1613,mid may-mid nov,NA,8,NH ND 20ft VT DW NS NR L$,CA,SE,Pearblossom,vault,TRUE,FALSE,FALSE,NA,20,46,1656,17.86
-120.628,41.579,BIGS,Big Sage,NF,530-667-2246/530-233-5811,mid may-mid oct,NA,11,NH ND 22ft VT NW NS NR N$,CA,NW,Alturas,vault,FALSE,FALSE,FALSE,NA,20,42,1490,12.39
-119.582,37.468,BIGY,Big Sandy,NF,559-877-2218/559-297-0706,NA,NA,23,NH ND 16ft VT NW NS NR,CA,N,Oakhurst,vault,FALSE,FALSE,FALSE,NA,NA,NA,1802,16.58
-123.497,40.665,BIGD,Big Slide,NF,530-628-5227/530-226-2500,NA,NA,15,NH ND 16ft VT NW NS NR,CA,NW,Hyampom,vault,FALSE,FALSE,FALSE,NA,NA,NA,NA,6.44
-118.94,37.749,BIGG,Big Springs,NF,760-647-3045/760-873-2400,NA,NA,26,NH ND 30ft VT NW NS NR N$,CA,N,Mammoth Lakes,vault,FALSE,FALSE,FALSE,NA,NA,NA,2234,11.43
-118.578,37.265,BIGT,Big Trees,NF,760-873-2500/760-873-2400,mid may-mid sep,NA,16,NH ND 30ft DW NS NR,CA,SW,Bishop,NA,TRUE,FALSE,FALSE,NA,20,37,2277,19.63
-119.227,37.238,BILL,Billy Creek - Lower,NF,559-855-5355/559-297-0706,NA,NA,11,NH ND NS NR,CA,W,Lakeshore,NA,NA,FALSE,FALSE,NA,NA,NA,2137,4.99
-119.227,37.239,BILU,Billy Creek - Upper,NF,559-855-5355/559-297-0706,NA,NA,48,NH ND NR,CA,W,Lakeshore,NA,NA,FALSE,NA,NA,NA,NA,2164,4.83
-120.332,40.546,BISC,Biscar Reservoir,BLM,530-257-0456,NA,no facilities,NA,NH ND NT NW NS NR N$,CA,NE,Susanville,none,FALSE,FALSE,FALSE,NA,NA,NA,1357,30.74
-118.597,37.244,BISH,Bishop Park,NF,760-873-2500/760-873-2400,mid may-mid sep,NA,22,NH ND 30ft FT DW NS NR,CA,SW,Bishop,flush,TRUE,FALSE,FALSE,NA,20,37,2543,22.21
-118.558,37.287,BITT,Bitterbrush,NF,760-873-2500/760-873-2400,NA,NA,30,NH ND VT DW NS NR,CA,SW,Bishop,vault,TRUE,FALSE,FALSE,NA,NA,NA,2351,16.74
-121.712,40.184,BLAC,Black Rock,NF,530-258-2141/530-257-2151,NA,NA,5,PT NW NR,CA,NA,NA,pit,FALSE,FALSE,NA,NA,NA,NA,662,NA
-119.026,36.921,BLAM,Black Rock - Trimmer,NA,NA,NA,NA,NA,NH ND VT DW NS L$,CA,SE,Shaver Lake,vault,TRUE,NA,FALSE,NA,NA,NA,1315,32.83
-116.388,34.076,BLAR,Black Rock Canyon - Joshua Tree National Park,NP,760-367-5500,NA,NA,100,NH DP 35ft FT DW NS RS PA,CA,SE,Yucca Valley,flush,TRUE,TRUE,FALSE,TRUE,NA,NA,1213,5.79
-121.01,39.73,BLAT,Black Rock Tent(Family ),NF,530-534-6500/530-283-2050,mid may-mid oct,NA,20,NH DP 22ft VT DW NS NR,CA,NW,La Porte,vault,TRUE,FALSE,FALSE,NA,20,42,1557,5.79
-121.57,41.557,BLAN,Blanche Lake,NF,530-667-2246/530-233-5811,mid jul-mid oct,NA,6,NH ND VT NW NS NR N$,CA,NA,NA,vault,FALSE,FALSE,FALSE,NA,28,42,2076,NA
-119.811,38.524,BLO2,Bloomfield 2,NF,209-795-1381/209-533-3671,NA,NA,20,NH ND VT DW SH NR L$,CA,NE,Arnold,vault,TRUE,FALSE,TRUE,NA,NA,NA,2438,55.68
-119.824,38.538,BLO1,Bloomfield I,NF,209-795-1381/209-533-3671,NA,NA,20,NH ND VT DW SH NR,CA,NE,Arnold,vault,TRUE,FALSE,TRUE,NA,NA,NA,2403,55.68
-117.45,33.653,BLUJ,Blue Jay,NF,909-736-1811/626-574-1613,NA,NA,50,NH ND 20ft VT DW NS NR,CA,W,Lake Elsinore,vault,TRUE,FALSE,FALSE,NA,NA,NA,1029,11.43
-120.28,41.143,BLUL,Blue Lake,NF,530-279-6116/530-233-5811,mid may-mid oct,NA,48,NH ND 32ft VT DW NS NR L$,CA,SE,Likely,vault,TRUE,FALSE,FALSE,NA,20,42,1882,21.08
-120.463,37.664,BLUO,Blue Oaks,NA,NA,NA,NA,172,FT DW,CA,E,Modesto,flush,TRUE,NA,NA,NA,NA,NA,NA,47.15
-122.509,39.07,BLUK,Blue Oaks,BLM,NA,NA,unknown facil,6,NH ND VT NW NS NR N$,CA,W,Williams,vault,FALSE,FALSE,FALSE,NA,NA,NA,539,32.35
-120.433,37.705,BLOK,Blue Oaks - Don Pedro Rec Area,CP,NA,NA,NA,NA,WE DP DW SH,CA,NE,La Grange,NA,TRUE,NA,TRUE,NA,NA,NA,NA,5.31
-118.758,34.53,BLUP,Blue Point,NA,NA,NA,NA,NA,NA,CA,W,Castaic,NA,NA,NA,NA,NA,NA,NA,NA,12.87
-117.688,34.36,BLUE,Blue Ridge,NF,661-296-9710/626-574-1613,mid may-mid oct,NA,8,NH ND 20ft VT NW NS NR L$,CA,W,Wrightwood,vault,FALSE,FALSE,FALSE,NA,20,42,2421,4.99
-117.562,33.374,BLUF,Bluffs - San Onofre State Beach,SB,NA,all year,NA,16,NH DP 35ft FT DW SH RS,CA,SE,San Clemente,flush,TRUE,TRUE,TRUE,NA,1,52,NA,7.4
-120.234,38.301,BOAR,Boards Crossing,NF,209-795-1381/209-533-3671,NA,NA,10,NH ND VT NW NS NR,CA,NA,NA,vault,FALSE,FALSE,FALSE,NA,NA,NA,1219,NA
-116.556,32.713,BOBC,Bobcat Meadow,NF,619-445-6235/626-574-1613,NA,NA,20,NH ND 27ft VT NW NS NR L$,CA,S,Pine Valley,vault,FALSE,FALSE,FALSE,NA,NA,NA,1157,12.39
-120.104,39.395,BOCA,Boca,NF,530-587-3558/530-265-4531,mid may-late sep,NA,20,NH ND 35ft VT DW NS RS,CA,NE,Truckee,vault,TRUE,TRUE,FALSE,NA,20,39,1717,10.14
-120.086,39.42,BOCR,Boca Rest,NF,530-587-3558/530-265-4531,mid may-late sep,NA,29,NH ND 35ft VT NW NS RS,CA,NE,Truckee,vault,FALSE,TRUE,FALSE,NA,20,39,1715,13.2
-120.075,39.429,BOCS,Boca Springs,NF,530-587-3558/530-265-4531,mid may-late sep,NA,30,NH ND NS RS,CA,NE,Truckee,NA,NA,TRUE,FALSE,NA,20,39,1812,14.64
-123.054,38.341,BODE,Bodega Dunes - Sonoma Coast State Park,SP,707-875-3483,all year,NA,98,NH DP 31ft FT DW SH RS,CA,NW,Bodega Bay,flush,TRUE,TRUE,TRUE,NA,1,52,NA,0.97
-121.098,40.575,BOGA,Bogard,NF,530-257-4188/530-257-2151,NA,NA,11,NH ND 28ft VT DW NS NR,CA,NW,Susanville,vault,TRUE,FALSE,FALSE,NA,NA,NA,1739,41.68
-116.953,33.982,BOGP,Bogart Park,CP,951-955-4310,NA,NA,26,NH FT DW,CA,NE,Cherry Valley,flush,TRUE,NA,NA,NA,NA,NA,971,2.41
-117.794,34.086,BOHE,Bohelli Regional Park,CP,909-599-8411,NA,NA,NA,E DP DW SH,CA,SE,San Dimas,NA,TRUE,NA,TRUE,NA,NA,NA,NA,2.57
-123.658,40.945,BOIS,Boise Creek,NF,530-629-2118/707-442-1721,mid may-mid oct,NA,17,NH ND 35ft VT DW NS RS,CA,W,Willow Creek,vault,TRUE,TRUE,FALSE,NA,20,42,NA,2.25
-118.044,33.692,BOLS,Bolsa Chica State Beach,SB,NA,all year,NA,57,E DP 40ft FT DW SH RS,CA,NW,Huntington Beach,flush,TRUE,TRUE,TRUE,NA,1,52,NA,5.47
-115.739,33.351,BOMB,Bombay Beach  - Salton Sea State Rec Area,SRA,760-393-3052,early jun-late dec,closed indef. due to budget,NA,DW RS,CA,NW,Niland,NA,TRUE,TRUE,NA,NA,23,52,NA,23.82
-119.452,38.424,BOOT,Bootleg,NF,760-932-7070/775-331-6444,NA,NA,63,NH ND 45ft FT DW NS NR,CA,S,Coleville,flush,TRUE,FALSE,FALSE,NA,NA,NA,2142,16.58
-116.406,33.269,BORR,Borrego Palm Canyon  - Anza Borrego Desert State Park,SP,760-767-4205,NA,NA,117,WES 35ft FT DW RS,CA,NW,Borrego Springs,flush,TRUE,TRUE,NA,NA,NA,NA,NA,3.22
-122.535,38.546,BOTH,Bothe - Napa Valley State Park,SP,707-942-4575,all year,NA,NA,NH 31ft FT DW SH RS,CA,SE,Calistoga,flush,TRUE,TRUE,TRUE,NA,1,52,NA,5.31
-121.813,36.354,BOTT,Bottchers Gap,NF,831-385-5434/805-961-5778,NA,NA,11,NH ND VT DW NS NR L$,CA,SE,Carmel,vault,TRUE,FALSE,FALSE,NA,NA,NA,603,24.46
-119.169,37.93,BOUL,Boulder,NF,760-647-3045/760-873-2400,NA,NA,10,30ft NW NR,CA,SW,Lee Vining,NA,FALSE,FALSE,NA,NA,NA,NA,2264,5.31
-116.756,33.826,BOUB,Boulder Basin,NF,909-382-2922/909-382-2600,early jun-late aug,No RVs,34,NH ND 16ft VT DW NS RS PA L$,CA,N,Idyllwild,vault,TRUE,TRUE,FALSE,TRUE,23,34,2284,9.66
-120.618,40.195,BOUC,Boulder Creek,NF,530-283-0555/530-283-2050,early jun-late aug,NA,70,NH ND 40ft VT DW NS RS PA,CA,NE,Taylorsville,vault,TRUE,TRUE,FALSE,TRUE,23,34,1550,23.01
-119.861,38.355,BOUF,Boulder Flat,NF,209-965-3434/209-533-3671,NA,NA,20,NH ND 22ft VT DW NS NR,CA,NE,Mi-Wuk,vault,TRUE,FALSE,FALSE,NA,NA,NA,1724,52.95
-118.469,35.673,BOUG,Boulder Gulch,NF,760-379-5646/559-784-1500,mid may-mid sep,NA,78,NH ND 45ft FT DW SH RS,CA,N,Lake Isabella,flush,TRUE,TRUE,TRUE,NA,20,37,797,6.12
-116.483,32.729,BOUO,Boulder Oaks,NF,619-445-6235/626-574-1613,NA,NA,30,NH ND 27ft VT DW NS RS,CA,SE,Pine Valley,vault,TRUE,TRUE,FALSE,NA,NA,NA,973,11.1
-116.225,32.842,BOWW,Bow Willow - Anza Borrego State Park,SP,760-767-5311,NA,dispersed,16,NH ND FT DW NS NR,CA,S,Borrego Spring,flush,TRUE,FALSE,FALSE,NA,NA,NA,NA,42.97
-115.977,33.587,BOXC,Box Canyon Dispersed,BLM,760-833-7100,NA,interesting desert area - flash floods - no facilities - dispersed,NA,NH ND NT NW NS NR N$,CA,E,Mecca,none,FALSE,FALSE,FALSE,NA,NA,NA,NA,9.5
-123.394,40.314,BOYS,Boy Scout Cove - Ruth Lake,CP,707-574-6196,NA,NA,NA,NH ND NS,CA,SE,Mad River,NA,NA,NA,FALSE,NA,NA,NA,814,17.86
-120.089,39.438,BOYI,Boyington Mill,NF,530-587-3558/530-265-4531,mid may-late sep,NA,13,NH ND 35ft VT NW NS RS,CA,NE,Truckee,vault,FALSE,TRUE,FALSE,NA,20,39,1724,14.64
-117.923,34.823,BRAN,Branch Park - Edwards AFB,MIL,661-275-2267,all year,Tent only - few tables - no designated sites - by pond,NA,NH NW NR,CA,NE,Lancaster,NA,FALSE,FALSE,NA,NA,1,52,NA,32.19
-122.576,40.618,BRAN,Brandy Creek RV,NP,530-242-3412,all year,self-contained only,2,NH DP 35ft NT DW SH NR L$,CA,W,Redding,none,TRUE,FALSE,TRUE,NA,1,52,NA,15.93
-121.694,38.111,BRAI,Brannan Island State Rec Area,SRA,916-777-6671,all year,NA,127,E DP 36ft FT DW SH RS,CA,S,Rio Vista,flush,TRUE,TRUE,TRUE,NA,1,52,NA,4.99
-118.584,35.469,BREC,Breckenridge,NF,760-379-5646/559-784-1500,NA,No RVs,8,NH ND VT NW NS NR,CA,N,Caliente,vault,FALSE,FALSE,FALSE,NA,NA,NA,2058,20.12
-119.241,37.038,BRET,Bretz,NF,559-855-5355/559-297-0706,NA,NA,12,NH ND VT DW NS NR,CA,SE,Shaver Lake,vault,TRUE,FALSE,FALSE,NA,NA,NA,1016,9.98
-119.624,37.663,BRIV,Bridalveil Creek - Yosemite National Park,NP,209-372-0200,NA,NA,110,NH 35ft FT DW NR,CA,NA,NA,flush,TRUE,FALSE,NA,NA,NA,NA,2144,NA
-121.437,40.73,BRID,Bridge,NF,530-336-5521/530-257-2151,NA,NA,28,NH DP 22ft VT DW NS NR,CA,N,Old Station,vault,TRUE,FALSE,FALSE,NA,NA,NA,1186,6.12
-122.915,40.873,BRIC,Bridge Camp,NF,530-275-1587/530-226-2500,NA,NA,13,NH ND 20ft VT DW NS NR,CA,N,Weaverville,vault,TRUE,FALSE,FALSE,NA,NA,NA,832,15.93
-123.113,41.65,BRIF,Bridge Flat,NF,530-468-5351/530-842-6131,NA,river swimming,4,NH ND VT NW NS NR,CA,W,Ft. Jones,vault,FALSE,FALSE,FALSE,NA,NA,NA,686,23.17
-119.849,38.353,BRIG,Brightman,NF,209-965-3434/209-533-3671,NA,NA,32,NH ND 22ft VT DW NS NR,CA,NE,Mi-Wuk,vault,TRUE,FALSE,FALSE,NA,NA,NA,1752,53.43
-118.537,35.103,BRIT,Brite Lake,CP,NA,NA,NA,NA,E DP FT DW SH NR,CA,W,Tehachapi,flush,TRUE,FALSE,TRUE,NA,NA,NA,1342,8.69
-118.396,37.346,BRON,Browns Town,CP,760-873-8522,NA,NA,NA,E FT DW SH,CA,S,Bishop,flush,TRUE,NA,TRUE,NA,NA,NA,1263,1.93
-118.396,37.346,BROW,Browns Town CG (Concession),CP,760-873-8522,NA,NA,150,E FT DW SH RS,CA,NA,Bishop,flush,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA
-119.06,37.009,BUCM,Buck Meadow,NF,559-855-5355/559-297-0706,NA,NA,9,NH ND 22ft VT NW NS NR,CA,SE,Shaver Lake,vault,FALSE,FALSE,FALSE,NA,NA,NA,2092,25.27
-118.854,36.722,BUCR,Buck Rock,NF,559-338-2251/559-784-1500,NA,NA,5,NH ND 16ft VT NW NS NR,CA,NA,NA,vault,FALSE,FALSE,FALSE,NA,NA,NA,2365,NA
-119.348,38.237,BUCE,Buckeye,NF,760-932-7070/775-331-6444,NA,NA,71,NH ND 45ft VT DW NS NR,CA,W,Bridgeport,vault,TRUE,FALSE,FALSE,NA,NA,NA,2121,10.46
-118.764,36.521,BUCF,Buckeye Flat - Sequoia National Park,NP,559-565-3341,NA,Tent only,28,NH ND FT DW NS NR,CA,NE,Three Rivers,flush,TRUE,FALSE,FALSE,NA,NA,NA,889,15.61
-117.913,34.346,BUCK,Buckhorn,NF,818-899-1900/626-574-1613,NA,may be closed-check first,38,NH ND 18ft VT DW NS NR,CA,NE,La Canada,vault,TRUE,FALSE,FALSE,NA,NA,NA,1974,30.58
-122.362,39.811,BUCA,Buckhorn Rec Area,COE,530-865-4781,all year,NA,NA,NH DP DW SH RS L$,CA,NW,Orland,NA,TRUE,TRUE,TRUE,NA,1,52,NA,15.77
-119.261,35.229,BUEN,Buena Vista Aquatic Rec Area,CP,661-868-7000,NA,NA,NA,E DP DW SH,CA,SW,Bakersfield,NA,TRUE,NA,TRUE,NA,NA,NA,NA,27.2
-121.13,39.452,BULS,Bullards Lakeshore,NF,530-288-3231/530-265-4531,NA,no failities,60,NH ND NT NW NS NR,CA,W,Camptonville,none,FALSE,FALSE,FALSE,NA,NA,NA,659,6.92
-121.573,41.554,BULL,Bullseye Lake,NF,530-667-2246/530-233-5811,mid may-mid oct,NA,7,NH ND 22ft VT NW NS NR N$,CA,NE,McCloud,vault,FALSE,FALSE,FALSE,NA,20,42,2072,57.78
-123.909,40.309,BURL,Burlington - Humboldt Redwoods State Park,SP,707-946-1811,NA,NA,57,NH ND 33ft FT DW SH RS,CA,SE,Weott,flush,TRUE,TRUE,TRUE,NA,NA,NA,NA,1.77
-123.482,40.828,BURN,Burnt Ranch,NF,530-623-2121/530-226-2500,NA,NA,16,NH ND 25ft VT DW NS NR L$,CA,NA,NA,vault,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
-116.421,32.861,BURR,Burnt Rancheria,NF,619-445-6235/626-574-1613,mid apr-mid oct,NA,109,NH ND 50ft FT DW SH RS PA,CA,NE,Pine Valley,flush,TRUE,TRUE,TRUE,TRUE,15,42,1807,11.1
-123.166,39.23,BUSH,Bushay,COE,707-467-4200,early may-late aug,NA,NA,NH DP SH RS PA,CA,N,Ukiah,NA,NA,TRUE,TRUE,TRUE,18,34,NA,9.66
-122.817,40.854,BUST,Bushytail,NF,530-275-1587/530-226-2500,mid may-late oct,NA,25,E ND DW SH RS,CA,SW,Trinity Center,NA,TRUE,TRUE,TRUE,NA,20,43,840,17.38
