lon,lat,campground_code,campground_name,type,phone_number,dates_open,comments,num_campsite,amenities,state,bearing_to_town,nearest_town,toilets,drinking_water,reservations,showers,elevation_m,distance_to_town_km,station_code,station_elevation,station_dist_km
-120.408,37.701,FLEM,Fleming Meadow - Don Pedro Rec Area,CP,408-262-7731,NA,NA,195,E DP FT DW SH,CA,NE,La Grange,flush,TRUE,NA,TRUE,NA,6.44,USC00043669,853,22.61
-121.574,36.326,WHIO,White Oaks,NF,831-385-5434/805-961-5778,NA,NA,7,NH ND VT NW NS NR,CA,W,Greenfield,vault,FALSE,FALSE,FALSE,1225,29.61,USC00040790,61,20.49
-121.783,36.249,PFEI,Pfeiffer Big Sur State Park,SP,831-667-2315,mid may-late dec,NA,158,NH DP 32ft FT DW SH RS,CA,SE,Big Sur,flush,TRUE,TRUE,TRUE,NA,3.38,USC00040790,61,0.31
-122.648,39.379,NORK,North Fork,NF,530-934-1250/530-934-3316,NA,NA,5,NR,CA,W,Stonyford,NA,NA,FALSE,NA,460,8.85,USC00048587,244,24.99
-121.632,39.276,LIVE,Live Oak Riverfront Park,CP,530-822-7410,NA,NA,21,W  ND PT DW NS NR L$,CA,NA,Live Oak,pit,TRUE,FALSE,FALSE,NA,NA,USW00093205,19,20.11
-121.141,36.499,PINL,Pinnacles,NM,831-389-4538,all year,has pool,78,E DP FT DW SH RS PA,CA,E,Pinnacles,flush,TRUE,TRUE,TRUE,NA,3.86,USC00046926,398,4.15
-120.342,37.83,MOCC,Moccasin Point - Don Pedro State Rec Area,SP,209-852-2396,NA,NA,89,WE DP FT DW SH NR,CA,W,Groveland,flush,TRUE,FALSE,TRUE,NA,9.82,USC00043669,853,10.35
-120.752,38.799,FINN,Finnon Lake,CP,530-622-6832,NA,NA,14,E ND NS,CA,NE,Placerville,NA,NA,NA,FALSE,739,8.69,USC00046961,810,1.76
-120.933,38.964,RUCK,Rucky A Chucky - Auburn State Rec Area,SRA,530-885-4527,NA,primitive - 2.5 mile dirt road - unknown facilities,5,20ft NW NR,CA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,USC00043384,915,11.96
-123.064,39.377,TROU,Trout Creek,UTIL,NA,NA,NA,17,NH ND VT DW NS PA,CA,NE,Potter Valley,vault,TRUE,NA,FALSE,493,7.4,USC00047109,310,5.81
-122.825,39.443,LOWN,Lower Nye,NF,707-275-2361/530-934-3316,mid may-mid nov,NA,6,NH ND NW NS NR N$,CA,N,Upper Lake,NA,FALSE,FALSE,FALSE,1011,31.86,USC00047109,310,27.66
-120.288,37.642,BART,Barrett Cove Rec Area,COE,NA,NA,NA,275,E DP FT DW SH NR,CA,E,La Grange,flush,TRUE,FALSE,TRUE,NA,15.61,USC00043669,853,23.12
-123.665,39.171,NAVV,Navarro River Redwoods State Park,SP,707-937-5804,NA,NA,35,NH 30ft VT DW NR,CA,SE,Albion,vault,TRUE,FALSE,NA,NA,10.62,USC00043161,38,38.37
-120.297,37.523,LAKW,Lake McSwain Rec Area,COE,NA,NA,NA,99,E DP 40ft FT DW SH NR,CA,E,Snelling,flush,TRUE,FALSE,TRUE,NA,12.39,USC00045532,47,32.41
-120.276,37.609,MCCP,McClure Point Rec Area,UTIL,NA,NA,NA,100,E DP 40ft FT DW SH,CA,NE,Snelling,flush,TRUE,NA,TRUE,NA,17.38,USC00043669,853,26.5
-121.483,36.235,ARRO,Arroyo Seco,NF,831-385-5434/805-961-5778,all year,NA,40,NH ND 26ft FT DW SH RS,CA,SW,Greenfield,flush,TRUE,TRUE,TRUE,NA,23.5,USC00040790,61,26.76
-122.939,39.439,SUN1,Sunset Point  - Lake Pillsbury,NF,707-275-2361/530-934-3316,NA,NA,54,NH ND 40ft VT DW NS NR,CA,N,Upper Lake,vault,TRUE,FALSE,FALSE,592,30.58,USC00047109,310,18.44
-122.968,39.436,FULG,Fuller Grove - Lake Pillsbury,UTIL,707-275-2361/530-934-3316,NA,NA,30,NH ND 42ft VT DW NS,CA,NE,Potter Valley,vault,TRUE,NA,FALSE,560,17.86,USC00047109,310,16.1
-122.957,39.442,NAVY,Navy Camp - Lake Pillsbury,NF,707-275-2361/530-934-3316,NA,NA,20,NH ND 20ft VT DW NS NR,CA,NE,Ukiah,vault,TRUE,FALSE,FALSE,560,38.95,USC00047109,310,17.25
-122.953,39.443,OAFL,Oak Flat Overflow - Lake Pillsbury,NF,707-275-2361/530-934-3316,NA,NA,12,NH ND 40ft VT DW NS NR,CA,N,Upper Lake,vault,TRUE,FALSE,FALSE,561,31.22,USC00047109,310,17.6
-122.953,39.444,OAKF,Oak Flat - Lake Pillsbury,NF,707-275-2361/530-934-3316,NA,NA,12,NH VT NW NR,CA,NE,Calpella,vault,FALSE,FALSE,NA,562,31.7,USC00047109,310,17.66
-122.968,39.442,POGI,Pogie Point - Lake Pillsbury,NF,707-275-2361/530-934-3316,NA,NA,50,NH ND 30ft NS NR,CA,NE,Potter Valley,NA,NA,FALSE,FALSE,561,18.35,USC00047109,310,16.45
-120.989,39.084,BERC,Bear River County Park,CP,530-886-4901,mid jun-mid oct,NA,23,NH ND VT DW NS,CA,SW,Colfax,vault,TRUE,NA,FALSE,1813,3.54,USC00041912,725,3.63
-120.242,37.7,HORB,Horseshoe Bend Rec Area,COE,NA,NA,NA,110,E DP FT DW SH NR,CA,W,Coulterville,flush,TRUE,FALSE,TRUE,NA,4.18,USC00043669,853,16.09
-120.57,38.725,SLYR,Sly Park,CP,530-295-6810,NA,8 campgrounds - ungrouped,191,NH ND VT DW NS RS,CA,NA,Pollock Pines,vault,TRUE,TRUE,FALSE,1067,NA,USC00046597,1052,6.89
-120.765,38.942,DRUB,Dru Barner,NF,530-333-4312/530-622-5061,NA,NA,47,NH ND DW NS NR,CA,NE,Georgetown,NA,TRUE,FALSE,FALSE,977,7.4,USC00043384,915,3.26
-120.557,38.727,PINE,Pine Cone  - Sly Park Recreation Area,CP,530-644-2545,NA,NA,NA,NH ND VT DW NS RS,CA,SE,Pollock Pines,vault,TRUE,TRUE,FALSE,1072,4.51,USC00046597,1052,5.83
-120.549,38.726,SIER,Sierra  - Sly Park Recreation Area,CP,530-644-2545,NA,NA,NA,NH ND NS,CA,SE,Pollock Pines,NA,NA,NA,FALSE,1061,5.15,USC00046597,1052,5.36
-120.433,38.567,PIPI,Pipi,NF,209-295-4251/530-622-5061,mid apr-late sep,NA,51,NH ND 35ft VT DW NS RS PA,CA,NE,Pioneer,vault,TRUE,TRUE,FALSE,1215,19.31,USC00046597,1052,22.1
-120.288,38.272,CALA,Calaveras Big Trees State Park,SP,209-795-2334,mid may-late dec,NA,129,NH ND 30ft FT DW SH RS,CA,E,Arnold,flush,TRUE,TRUE,TRUE,1375,5.79,USC00041277,1431,2.12
-120.546,38.729,JENK,Jenkinson  - Sly Park Recreation Area,CP,530-644-2545,NA,NA,NA,NH ND VT DW NS RS,CA,SE,Pollock Pines,vault,TRUE,TRUE,FALSE,1102,4.99,USC00046597,1052,4.95
-120.544,38.732,STON,Stonebraker  - Sly Park Recreation Area,CP,530-644-2545,NA,NA,NA,NH ND VT DW NS RS,CA,SE,Pollock Pines,vault,TRUE,TRUE,FALSE,1120,4.99,USC00046597,1052,4.6
-120.542,38.735,HILL,Hilltop  - Sly Park Recreation Area,CP,530-644-2545,NA,NA,NA,NH ND VT DW NS RS,CA,SE,Pollock Pines,vault,TRUE,TRUE,FALSE,1116,4.83,USC00046597,1052,4.26
-120.538,38.734,CHIM,Chimney  - Sly Park Recreation Area,CP,530-644-2545,NA,NA,NA,NH ND VT DW NS RS,CA,SE,Pollock Pines,vault,TRUE,TRUE,FALSE,1063,5.15,USC00046597,1052,4.06
-120.924,39.101,MINB,Mineral Bar - Auburn State Rec Area,SRA,530-885-4527,NA,NA,18,NH ND 24ft PT NW NS NR,CA,E,Colfax,pit,FALSE,FALSE,FALSE,NA,2.57,USC00041912,725,2.36
-120.531,38.739,HAZE,Hazel Creek  - Sly Park Recreation Area,CP,530-644-2545,NA,NA,NA,NH ND VT DW NS RS,CA,SE,Pollock Pines,vault,TRUE,TRUE,FALSE,1062,5.47,USC00046597,1052,3.24
-120.528,38.739,RAIN,Rainbow  - Sly Park Recreation Area,CP,530-644-2545,NA,NA,NA,NH ND VT DW NS RS,CA,SE,Pollock Pines,vault,TRUE,TRUE,FALSE,1074,5.63,USC00046597,1052,3.05
-121.077,39.206,NEVA,Nevada County Fairgrounds,CP,530-273-6217,NA,NA,NA,E DP DW SH,CA,SW,Grass Valley,NA,TRUE,NA,TRUE,744,2.09,USC00043573,732,0.79
-120.526,38.742,DEER,Deerwood  - Sly Park Recreation Area,CP,530-644-2545,NA,NA,NA,NH ND VT DW NS RS,CA,SE,Pollock Pines,vault,TRUE,TRUE,FALSE,1099,5.63,USC00046597,1052,2.69
-120.522,38.741,KANE,Kane XXX  - Sly Park Recreation Area,CP,530-644-2545,NA,NA,NA,NH ND VT DW NS RS,CA,E,Pollock Pines,vault,TRUE,TRUE,FALSE,1089,6.12,USC00046597,1052,2.53
-120.182,37.993,RIVR,River Ranch,NF,209-928-3708,NA,part private,38,NH 22ft VT DW NR,CA,SE,Twain Harte,vault,TRUE,FALSE,NA,762,6.6,USC00043669,853,16.94
-120.181,37.996,HACI,Hacienda,NF,209-586-3234/209-533-3671,NA,NA,8,NR,CA,SE,Twain Harte,NA,NA,FALSE,NA,792,6.44,USC00043669,853,17.28
-121.495,36.141,ESCO,Escondido,NF,831-385-5434/805-961-5778,NA,NA,9,NH ND VT NW NS NR N$,CA,SW,Greenfield,vault,FALSE,FALSE,FALSE,667,30.09,USC00040790,61,28.24
-120.234,38.301,BOAR,Boards Crossing,NF,209-795-1381/209-533-3671,NA,NA,10,NH ND VT NW NS NR,CA,NA,NA,vault,FALSE,FALSE,FALSE,1219,NA,USC00041277,1431,7.28
-120.406,38.651,CAPP,Capps Crossing,NF,530-644-2324/530-622-5061,mid may-mid sep,NA,11,NH ND VT DW NS RS,CA,SE,Pollock Pines,vault,TRUE,TRUE,FALSE,1561,19.79,USC00046597,1052,14.6
-122.525,39.592,GRIM,Grimy Gulch - Stony Gorge Reservoir - USBR,BOR,NA,NA,has picnic tables,NA,NH ND NS NR N$,CA,SE,Elk Creek,NA,NA,FALSE,FALSE,NA,1.93,USC00048587,244,1.03
-122.525,39.592,STON,Stony Gorge Reservoir,BOR,NA,NA,several campgrounds - unknown facil,NA,NH ND PT NW NS NR,CA,SE,Elk Creek,pit,FALSE,FALSE,FALSE,NA,1.93,USC00048587,244,1.03
-120.136,37.61,BAGB,Bagby Rec Area,COE,NA,NA,NA,30,E ND FT DW SH NR,CA,SE,Coulterville,flush,TRUE,FALSE,TRUE,NA,12.39,USC00043669,853,27.19
-120.603,38.906,PONC,Ponderosa Cove,NF,530-333-4312/530-622-5061,NA,NA,18,NH ND NS NR,CA,N,Pollock Pines,NA,NA,FALSE,FALSE,1316,16.09,USC00043384,915,17.42
-121.466,36.118,MEMO,Memorial Park,NF,831-385-5434/805-961-5778,NA,NA,8,NH ND VT NW NS NR N$,CA,SW,Greenfield,vault,FALSE,FALSE,FALSE,649,30.09,USC00044555,98,31.13
-120.214,38.325,WAKA,Wa Ka Luu Hep Yoo,NF,209-795-1381/209-533-3671,NA,NA,52,NH ND 50ft FT DW SH NR,CA,NE,Arnold,flush,TRUE,FALSE,TRUE,1250,14.16,USC00041277,1431,10.05
-120.591,38.904,STUM,Stumpy Meadows,NF,530-333-4312/530-622-5061,mid apr-mid oct,NA,40,NH ND 35ft VT DW NS RS,CA,E,Georgetown,vault,TRUE,TRUE,FALSE,1361,21.4,USC00046597,1052,17.88
-120.271,38.478,MOKE,Mokelumne,NF,209-295-4251/530-622-5061,NA,NA,13,NH ND VT NW NS NR,CA,E,Jackson,vault,FALSE,FALSE,FALSE,2798,46.19,USC00041277,1431,22.6
-120.271,38.478,MOKR,Mokelumne River,NF,209-795-1381/209-533-3671,NA,NA,13,NH ND VT NW NS NR,CA,E,West Point,vault,FALSE,FALSE,FALSE,989,23.98,USC00041277,1431,22.6
-120.155,38.184,SANF,Sand Bar Flat,NF,209-586-3234/209-533-3671,NA,NA,10,NH ND 22ft VT DW NS NR L$,CA,N,Mi-Wuk,vault,TRUE,FALSE,FALSE,861,23.66,USC00041277,1431,17.14
-120.267,38.48,MOOR,Moore Creek,NF,209-795-1381/209-533-3671,mid may-late aug,NA,8,NH ND VT NW NS RS,CA,SE,Pollock Pines,vault,FALSE,TRUE,FALSE,1019,41.84,USC00041277,1431,22.88
-120.093,37.819,PINE,The Pines,NF,209-962-7825/209-533-3671,NA,NA,11,NH ND 22ft VT DW NS NR,CA,E,Groveland,vault,TRUE,FALSE,FALSE,1010,12.39,USC00043669,853,12.03
-123.787,39.279,VAND,Van Damme State Park,SP,707-937-5804,mid may-late dec,NA,70,NH DP 35ft FT DW SH RS,CA,S,Mendocino,flush,TRUE,TRUE,TRUE,NA,3.38,USC00043161,38,25.69
-120.301,38.583,MIDF,Middlefork Cosumnes,NF,209-295-4251/530-622-5061,mid may-mid nov,Site no 19 is lg camp at end of campground,19,NH ND 30ft VT NW NS NR,CA,E,Placerville,vault,FALSE,FALSE,FALSE,1603,46.19,USC00046597,1052,26.23
-121.153,36.207,SANR,San Lorenzo,CP,831-755-4895,NA,NA,NA,E DP FT DW SH,CA,W,King City,flush,TRUE,NA,TRUE,NA,2.57,USC00044555,98,1.37
-120.792,39.139,GIAN,Giant Gap,NF,530-367-2224/530-265-4531,mid may-late sep,NA,35,NH 35ft VT DW NS RS,CA,N,Foresthill,vault,TRUE,TRUE,FALSE,1119,13.36,USC00041912,725,14.51
-120.786,39.144,SHIR,Shirttail,NF,530-367-2224/530-265-4531,mid may-late sep,NA,30,NH DP 35ft VT DW NS RS,CA,N,Foresthill,vault,TRUE,TRUE,FALSE,1128,14.16,USC00041912,725,15.2
-120.244,38.534,SOUS,South Shore,NF,209-295-4251/530-622-5061,mid jun-late sep,NA,22,NH ND VT DW NS RS,CA,E,Pioneer,vault,TRUE,TRUE,FALSE,3096,30.74,USS0019L45S,2546,28.09
-120.049,37.839,LUMD,Lumsden,NF,209-962-7825/209-533-3671,all year,NA,10,NH ND 22ft VT NW NS NR N$,CA,E,Groveland,vault,FALSE,FALSE,FALSE,NA,15.93,USC00043669,853,15.57
-120.24,38.537,PARP,Pardoes Point,NF,209-295-4251/530-622-5061,mid may-mid nov,NA,10,NH ND VT NW NS NR,CA,E,Pioneer,vault,FALSE,FALSE,FALSE,1829,31.22,USS0019L45S,2546,27.61
-120.048,37.821,LOST,Lost Claim,NF,209-962-7825/209-533-3671,NA,NA,10,NH ND 22ft VT DW NS NR,CA,E,Groveland,vault,TRUE,FALSE,FALSE,933,16.09,USC00043669,853,15.87
-120.046,37.838,SOU2,South Fork,NF,209-962-7825/209-533-3671,all year,NA,9,NH ND 22ft VT NW NS NR N$,CA,E,Big Oak Flat,vault,FALSE,FALSE,FALSE,471,18.67,USC00043669,853,15.84
-120.241,38.547,SUGP,Sugar Pine Point,NF,209-295-4251/530-622-5061,NA,NA,8,NH VT NW NR,CA,NE,Pioneer,vault,FALSE,FALSE,NA,1890,31.54,USS0019L45S,2546,27.02
-123.779,39.331,RUSS,Russian Gulch State Park,SP,707-937-5804,mid may-late dec,NA,30,NH ND 24ft FT DW SH RS,CA,NE,Mendocino,flush,TRUE,TRUE,TRUE,NA,3.22,USC00043161,38,19.88
-120.754,39.144,BIGE,Big Reservoir,NF,530-367-2224/530-265-4531,NA,NA,19,NH DP 30ft VT DW SH NR,CA,N,Foresthill,vault,TRUE,FALSE,TRUE,1263,14.81,USW00023225,1608,15.29
-120.032,37.848,LUMS,Lumsden Bridge,NF,209-962-7825/209-533-3671,all year,NA,9,NH ND 22ft VT NW NS NR N$,CA,E,Groveland,vault,FALSE,FALSE,FALSE,471,17.54,USC00043669,853,17.06
-120.07,38.17,FRAS,Fraser Flat,NF,209-965-3434/209-533-3671,NA,NA,38,NH DP 22ft VT DW NS NR,CA,NE,Mi-Wuk,vault,TRUE,FALSE,FALSE,1462,25.59,USC00041277,1431,24.24
-120.075,38.21,BEAD,Beardsley Dam,NF,209-965-3434/209-533-3671,NA,NA,16,NH ND 22ft VT NW NS NR N$,CA,NA,NA,vault,FALSE,FALSE,FALSE,1017,NA,USC00041277,1431,21.99
-120.44,38.871,WESP,West Point,NF,530-644-2349/530-622-5061,NA,NA,8,NH ND VT NW NS NR N$,CA,NA,NA,vault,FALSE,FALSE,FALSE,1526,NA,USC00046597,1052,13.66
-121.518,36.01,LIMK,Limekiln State Park,SP,831-667-2403,mid may-late dec,NA,31,NH ND 24ft FT DW SH RS,CA,SE,Big Sur,flush,TRUE,TRUE,TRUE,NA,38.95,USC00040790,61,35.36
-120.042,38.094,HULL,Hull Creek,NF,209-586-3234/209-533-3671,NA,NA,18,NH ND 22ft VT DW NS NR L$,CA,NE,Mi-Wuk,vault,TRUE,FALSE,FALSE,1717,21.08,USC00041697,1452,17.25
-121.459,39.533,BIDC,Bidwell Canyon - Lake Oroville State Rec Area,SRA,530-538-2200,all year,NA,75,E 40ft FT DW RS,CA,E,Oroville,flush,TRUE,TRUE,NA,NA,8.69,USC00046521,52,8.27
-121.447,39.529,LOAF,Loafer Creek - Lake Oroville State Rec Area,SRA,530-538-2200,all year,NA,NA,NH DP RS,CA,E,Oroville,NA,NA,TRUE,NA,NA,9.5,USC00046521,52,9.21
-120.002,37.824,SWEW,Sweetwater,NF,209-962-7825/209-533-3671,NA,NA,12,NH ND 22ft VT DW NS NR,CA,E,Groveland,vault,TRUE,FALSE,FALSE,934,20.12,USW00053150,2018,17.51
-120.008,37.61,RAIL,Railroad Flat,BLM,209-379-9414,NA,NA,6,NH ND PT NW NS NR L$,CA,NA,NA,pit,FALSE,FALSE,FALSE,NA,NA,USW00053150,2018,23.39
-120.325,38.763,SAN2,Sand Flat,NF,530-644-2324/530-622-5061,mid may-mid sep,NA,29,NH ND 40ft VT DW NS NR,CA,E,Placerville,vault,TRUE,FALSE,FALSE,1198,41.2,USC00046597,1052,15.49
-120.414,38.88,CACO,Camino Cove,NF,530-644-2349/530-622-5061,NA,NA,32,NH ND VT NW NS NR N$,CA,NE,Pollock Pines,vault,FALSE,FALSE,FALSE,1494,19.96,USC00046597,1052,15.57
-120.403,38.868,SUN2,Sunset,NF,530-644-2349/530-622-5061,early jun-late aug,NA,139,NH ND 35ft VT DW SH RS,CA,NE,Pollock Pines,vault,TRUE,TRUE,TRUE,1519,19.79,USC00046597,1052,14.96
-120.003,37.597,MCCA,McCabe Flat,BLM,NA,NA,swim in river,3,NH ND 18ft PT NW NS NR L$,CA,N,Mariposa,pit,FALSE,FALSE,FALSE,NA,12.87,USW00053150,2018,24.13
-121.496,35.99,KIRK,Kirk Creek,NF,831-385-5434/805-961-5778,all year,operated under contract - no potable water,33,NH ND 30ft FT NW NS RS PA,CA,SE,Lucia,flush,FALSE,TRUE,FALSE,NA,5.95,USC00040790,61,38.34
-120.396,38.869,FASH,Fashoda,NF,530-644-2349/530-622-5061,early jun-late aug,Tent only,30,NH ND DW SH RS,CA,NE,Pollock Pines,NA,TRUE,TRUE,TRUE,1494,20.44,USC00046597,1052,15.41
-121.121,39.418,SCHL,Schoolhouse,NF,530-288-3231/530-265-4531,NA,NA,70,NH ND 32ft FTVT DW NS NR,CA,SW,Camptonville,flush_and_vault,TRUE,FALSE,FALSE,704,7.24,USC00048606,1161,16.15
-120.383,38.859,JONF,Jones Fork,NF,530-644-2349/530-622-5061,mid may-mid oct,NA,10,NH ND 35ft VT NW NS NR,CA,NE,Pollock Pines,vault,FALSE,FALSE,FALSE,1547,20.76,USC00046597,1052,15.29
-120.106,38.417,BIG2,Big Meadow,NF,209-795-1381/209-533-3671,early jun-late aug,NA,68,NH ND 27ft VT DW NS RS,CA,NE,Arnold,vault,TRUE,TRUE,FALSE,2e3,27.84,USC00041277,1431,23.75
-120.385,38.864,LONE,Lone Rock,NF,530-644-2349/530-622-5061,NA,NA,5,NH ND VT NW NS NR N$,CA,NW,Kyburz,vault,FALSE,FALSE,FALSE,1516,12.55,USC00046597,1052,15.59
-120.968,39.342,SOUY,South Yuba,BLM,NA,NA,NA,16,NH 27ft VT DW NR L$,CA,NE,Nevada City,vault,TRUE,FALSE,NA,921,9.82,USC00046136,848,10.95
-120.357,38.832,ICEH,Ice House,NF,530-644-2349/530-622-5061,early jun-late sep,NA,83,NH DP 35ft VT DW NS RS,CA,E,Pollock Pines,vault,TRUE,TRUE,FALSE,1684,21.4,USC00046597,1052,15.1
-120.347,38.831,NORW,Northwind,NF,530-644-2349/530-622-5061,mid may-mid oct,NA,9,NH ND 30ft VT NW NS NR,CA,E,Placerville,vault,FALSE,FALSE,FALSE,1671,40.72,USC00046597,1052,15.78
-121.123,39.433,GARD,Garden Point,NF,530-288-3231/530-265-4531,NA,NA,20,NH NR,CA,W,Camptonville,NA,NA,FALSE,NA,594,6.76,USC00048606,1161,14.5
-121.108,39.429,DARK,Dark Day,NF,530-288-3231/530-265-4531,NA,NA,15,NH ND VT DW NS NR,CA,SW,Camptonville,vault,TRUE,FALSE,FALSE,620,5.63,USC00048606,1161,14.89
-120.338,38.828,STRP,Strawberry Point,NF,530-644-2349/530-622-5061,mid may-mid oct,NA,10,NH ND 35ft VT NW NS NR,CA,E,Placerville,vault,FALSE,FALSE,FALSE,1673,41.36,USC00046597,1052,16.3
-120.388,38.89,YELL,Yellowjacket,NF,530-644-2349/530-622-5061,early jun-late aug,NA,40,NH DP 35ft FTVT DW NS RS,CA,NE,Pollock Pines,flush_and_vault,TRUE,TRUE,FALSE,1523,22.37,USC00046597,1052,17.71
-121.395,36.005,NACI,Nacimiento,NF,831-385-5434/805-961-5778,NA,NA,8,NH ND 25ft VT NW NS NR,CA,SE,Big Sur,vault,FALSE,FALSE,FALSE,505,47.48,USC00044555,98,32.22
-120.005,38.186,MEAV,Meadowview,NF,209-965-3434/209-533-3671,NA,NA,100,NH ND 22ft FT DW NS NR,CA,NE,Mi-Wuk,flush,TRUE,FALSE,FALSE,1720,30.42,USC00041697,1452,24.72
-120.08,38.411,SAN3,Sand Flat,NF,209-965-3434/209-533-3671,NA,NA,5,NH ND VT NW NS NR,CA,NA,NA,vault,FALSE,FALSE,FALSE,1772,NA,USC00041277,1431,25.12
-121.151,39.458,FREN,Frenchy Point,NF,530-288-3231/530-265-4531,NA,NA,9,NR,CA,W,Camptonville,NA,NA,FALSE,NA,637,8.85,USC00048606,1161,12.25
-120.268,38.754,CHIT,China Flat,NF,530-644-2324/530-622-5061,mid may-mid sep,NA,19,NH ND 40ft VT DW NS NR,CA,SE,Kyburz,vault,TRUE,FALSE,FALSE,1436,3.38,USS0020L06S,2338,19.5
-121.13,39.452,BULS,Bullards Lakeshore,NF,530-288-3231/530-265-4531,NA,no failities,60,NH ND NT NW NS NR,CA,W,Camptonville,none,FALSE,FALSE,FALSE,659,6.92,USC00048606,1161,12.48
-120.374,38.889,WENC,Wench Creek,NF,530-644-2349/530-622-5061,early jun-mid sep,NA,2,NH ND 40ft FTVT DW NS RS,CA,NE,Pollock Pines,flush_and_vault,TRUE,TRUE,FALSE,1516,23.17,USC00046597,1052,18.34
-121.384,35.998,POND,Ponderosa,NF,831-385-5434/805-961-5778,all year,NA,23,NH ND 32ft VT DW NS RS PA,CA,NW,San Simeon,vault,TRUE,TRUE,FALSE,473,42.97,USC00044555,98,32.07
-119.995,38.19,PINR,Pinecrest,NF,209-965-3434/209-533-3671,early may-mid oct,NA,200,NH ND 22ft FT DW NS RS,CA,NE,Mi-Wuk,flush,TRUE,TRUE,FALSE,1733,31.38,USC00041697,1452,24.88
-120.207,38.699,SILF,Silver Fork,NF,530-644-2324/530-622-5061,mid may-mid sep,NA,35,NH ND 40ft VT DW NS NR,CA,NE,Pioneer,vault,TRUE,FALSE,FALSE,1698,43.45,USS0019L45S,2546,18.9
-120.847,39.32,WHCH,White Cloud,NF,530-288-3231/530-265-4531,mid may-mid sep,NA,46,NH ND 28ft FT DW NS RS,CA,NE,Nevada City,flush,TRUE,TRUE,FALSE,1347,15.93,USW00023225,1608,12.7
-121.946,39.718,BIDW,Bidwell - Sacramento River State Park,SP,530-342-5185,NA,NA,NA,NR,CA,W,Chico,NA,NA,FALSE,NA,NA,9.33,USC00041715,56,11.12
-122.845,39.729,PLAM,Plaskett Meadows,NF,530-934-1250/530-934-3316,mid may-mid nov,NA,35,NH ND 16ft VT DW NS NR L$,CA,NW,Elk Creek,vault,TRUE,FALSE,FALSE,1854,29.45,USC00048587,244,31.03
-120.046,38.422,STAN,Stanislaus River,NF,209-795-1381/209-533-3671,NA,NA,25,NH ND 35ft VT DW NS NR L$,CA,NE,Arnold,vault,TRUE,FALSE,FALSE,1899,32.35,USS0019L05S,2456,23.59
-119.944,37.465,MAPO,Mariposa Fairgrounds,CP,209-966-2432,NA,NA,NA,E DP DW SH,CA,SE,Mariposa,NA,TRUE,NA,TRUE,563,2.9,USC00048380,1538,27.99
-120.9,39.373,MALA,Malakoff Diggins State Park,SP,530-265-2740,all year,NA,NA,NH ND 24ft FT DW NS RS,CA,NE,Nevada City,flush,TRUE,TRUE,FALSE,1022,15.93,USC00046136,848,16.5
-119.915,37.987,CHEV,Cherry Valley,NF,209-962-7825/209-533-3671,NA,NA,45,NH ND 22ft VT DW NS NR,CA,NE,Groveland,vault,TRUE,FALSE,FALSE,1506,32.19,USC00041697,1452,1.37
-120.392,38.975,GERL,Gerle Creek,NF,530-644-2349/530-622-5061,mid may-late aug,NA,50,NH ND 35ft VT DW NS RS,CA,NE,Pollock Pines,vault,TRUE,TRUE,FALSE,1618,29.13,USS0020L02S,2344,22.87
-122.353,39.772,ORLA,Orland Buttes Rec Area,COE,530-865-4781,early apr-mid sep,NA,33,NH DP DW SH RS,CA,W,Orland,NA,TRUE,TRUE,TRUE,NA,13.68,USC00046506,77,13.46
-119.97,38.28,CASC,Cascade Creek,NF,209-965-3434/209-533-3671,NA,NA,14,NH ND 22ft VT NW NS NR L$,CA,NE,Mi-Wuk,vault,FALSE,FALSE,FALSE,1864,40.56,USC00041277,1431,29.87
-120.79,39.318,SKIL,Skillman,NF,530-478-0248,mid may-mid sep,horse camp,NA,NH ND NS RS,CA,E,Nevada City,NA,NA,TRUE,FALSE,1367,20.44,USW00023225,1608,8.21
-121.467,35.918,PLAT,Plaskett Creek,NF,831-385-5434/805-961-5778,all year,Temporary non-potable water in Oct 2010,42,NH ND 30ft FT DW NS RS PA,CA,SE,Lucia,flush,TRUE,TRUE,FALSE,NA,13.68,USC00043882,465,37.44
-120.38,38.985,AIRP,Airport Flat,NF,530-644-2349/530-622-5061,mid may-mid oct,NA,16,NH ND VT DW NS NR N$,CA,NE,Pollock Pines,vault,TRUE,FALSE,FALSE,1647,30.74,USS0020L02S,2344,21.72
-121.567,39.677,LIMS,Limesaddle - Lake Oroville State Rec Area,SRA,530-538-2200,all year,NA,NA,NH RS,CA,N,Oroville,NA,NA,TRUE,NA,NA,18.19,USC00046685,533,9.85
-119.997,38.409,SPIC,Spicer Meadow,NF,NA,NA,NA,43,NH ND 50ft VT DW NS NR,CA,S,Lake Tahoe,vault,TRUE,FALSE,FALSE,1998,78.05,USS0019L19S,2672,23.25
-120.024,38.476,LODO,Lodgepole Overflow,NF,209-795-1381/209-533-3671,NA,NA,30,NH ND VT DW NS NR L$,CA,NE,Bear Valley,vault,TRUE,FALSE,FALSE,2245,1.77,USS0019L05S,2456,17.42
-119.935,38.249,HERR,Herring Reservoir,NF,209-965-3434/209-533-3671,NA,NA,42,NH ND 22ft VT NW NS NR N$,CA,NE,Bumblebee,vault,FALSE,FALSE,FALSE,2275,6.28,USS0019L38S,2931,28.65
